participant,session,frame_id,angle,surface,has_contact,handedness,clicked_key,depth_cam1_90_path,depth_cam2_30_path,depth_cam3_60_path,depth_depth_cam_path,rgb_cam1_90_path,rgb_cam2_30_path,rgb_cam3_60_path,rgb_depth_cam_path
P01,P01_white_desk_typing_132230,000502,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\depth\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000502.png
P01,P01_white_desk_typing_132230,000502,45,white_desk,True,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\depth\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000502.png
P01,P01_white_desk_typing_132230,000502,45,white_desk,True,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\depth\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000502.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000502.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000502.png
P01,P01_white_desk_typing_132230,000503,45,white_desk,True,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000503.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000503.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000503.png,data\P01\P01_white_desk_typing_132230\depth\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000503.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000503.png
P01,P01_white_desk_typing_132230,000503,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000503.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000503.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000503.png,data\P01\P01_white_desk_typing_132230\depth\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000503.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000503.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000503.png
P01,P01_white_desk_typing_132230,000504,45,white_desk,True,Right,r,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\depth\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000504.png
P01,P01_white_desk_typing_132230,000504,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\depth\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000504.png
P01,P01_white_desk_typing_132230,000504,45,white_desk,True,Right,r,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\depth\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000504.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000504.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000504.png
P01,P01_white_desk_typing_132230,000505,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000505.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000505.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000505.png,data\P01\P01_white_desk_typing_132230\depth\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000505.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000505.png
P01,P01_white_desk_typing_132230,000505,45,white_desk,True,Right,r,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000505.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000505.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000505.png,data\P01\P01_white_desk_typing_132230\depth\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000505.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000505.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000505.png
P01,P01_white_desk_typing_132230,000506,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\depth\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000506.png
P01,P01_white_desk_typing_132230,000506,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\depth\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000506.png
P01,P01_white_desk_typing_132230,000506,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\depth\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000506.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000506.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000506.png
P01,P01_white_desk_typing_132230,000507,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000507.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000507.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000507.png,data\P01\P01_white_desk_typing_132230\depth\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000507.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000507.png
P01,P01_white_desk_typing_132230,000507,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000507.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000507.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000507.png,data\P01\P01_white_desk_typing_132230\depth\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000507.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000507.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000507.png
P01,P01_white_desk_typing_132230,000508,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\depth\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000508.png
P01,P01_white_desk_typing_132230,000508,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\depth\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000508.png
P01,P01_white_desk_typing_132230,000508,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\depth\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000508.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000508.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000508.png
P01,P01_white_desk_typing_132230,000509,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000509.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000509.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000509.png,data\P01\P01_white_desk_typing_132230\depth\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000509.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000509.png
P01,P01_white_desk_typing_132230,000509,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000509.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000509.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000509.png,data\P01\P01_white_desk_typing_132230\depth\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000509.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000509.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000509.png
P01,P01_white_desk_typing_132230,000510,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\depth\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000510.png
P01,P01_white_desk_typing_132230,000510,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\depth\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000510.png
P01,P01_white_desk_typing_132230,000510,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\depth\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000510.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000510.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000510.png
P01,P01_white_desk_typing_132230,000511,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\depth\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000511.png
P01,P01_white_desk_typing_132230,000511,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\depth\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000511.png
P01,P01_white_desk_typing_132230,000511,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\depth\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000511.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000511.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000511.png
P01,P01_white_desk_typing_132230,000512,45,white_desk,True,Right,t,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\depth\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000512.png
P01,P01_white_desk_typing_132230,000512,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\depth\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000512.png
P01,P01_white_desk_typing_132230,000512,45,white_desk,True,Right,f,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\depth\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000512.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000512.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000512.png
P01,P01_white_desk_typing_132230,000514,45,white_desk,True,Right,t,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\depth\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000514.png
P01,P01_white_desk_typing_132230,000514,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\depth\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000514.png
P01,P01_white_desk_typing_132230,000514,45,white_desk,True,Right,g,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\depth\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000514.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000514.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000514.png
P01,P01_white_desk_typing_132230,000515,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000515.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000515.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000515.png,data\P01\P01_white_desk_typing_132230\depth\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000515.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000515.png
P01,P01_white_desk_typing_132230,000515,45,white_desk,True,Right,g,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000515.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000515.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000515.png,data\P01\P01_white_desk_typing_132230\depth\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000515.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000515.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000515.png
P01,P01_white_desk_typing_132230,000516,45,white_desk,True,Right,y,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000516.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000516.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000516.png,data\P01\P01_white_desk_typing_132230\depth\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000516.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000516.png
P01,P01_white_desk_typing_132230,000516,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000516.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000516.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000516.png,data\P01\P01_white_desk_typing_132230\depth\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000516.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000516.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000516.png
P01,P01_white_desk_typing_132230,000517,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000517.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000517.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000517.png,data\P01\P01_white_desk_typing_132230\depth\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000517.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000517.png
P01,P01_white_desk_typing_132230,000517,45,white_desk,True,Right,g,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000517.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000517.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000517.png,data\P01\P01_white_desk_typing_132230\depth\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000517.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000517.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000517.png
P01,P01_white_desk_typing_132230,000518,45,white_desk,True,Left,h,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000518.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000518.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000518.png,data\P01\P01_white_desk_typing_132230\depth\000518.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000518.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000518.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000518.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000518.png
P01,P01_white_desk_typing_132230,000519,45,white_desk,True,Left,h,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000519.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000519.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000519.png,data\P01\P01_white_desk_typing_132230\depth\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000519.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000519.png
P01,P01_white_desk_typing_132230,000519,45,white_desk,True,Right,f,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000519.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000519.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000519.png,data\P01\P01_white_desk_typing_132230\depth\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000519.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000519.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000519.png
P01,P01_white_desk_typing_132230,000520,45,white_desk,True,Right,v,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000520.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000520.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000520.png,data\P01\P01_white_desk_typing_132230\depth\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000520.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000520.png
P01,P01_white_desk_typing_132230,000520,45,white_desk,True,Left,h,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000520.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000520.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000520.png,data\P01\P01_white_desk_typing_132230\depth\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000520.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000520.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000520.png
P01,P01_white_desk_typing_132230,000521,45,white_desk,True,Left,b,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000521.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000521.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000521.png,data\P01\P01_white_desk_typing_132230\depth\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000521.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000521.png
P01,P01_white_desk_typing_132230,000521,45,white_desk,True,Right,f,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000521.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000521.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000521.png,data\P01\P01_white_desk_typing_132230\depth\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000521.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000521.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000521.png
P01,P01_white_desk_typing_132230,000522,45,white_desk,True,Right,c,data\P01\P01_white_desk_typing_132230\depth_cam1_90\000522.png,data\P01\P01_white_desk_typing_132230\depth_cam2_30\000522.png,data\P01\P01_white_desk_typing_132230\depth_cam3_60\000522.png,data\P01\P01_white_desk_typing_132230\depth\000522.png,data\P01\P01_white_desk_typing_132230\rgb_cam1_90\000522.png,data\P01\P01_white_desk_typing_132230\rgb_cam2_30\000522.png,data\P01\P01_white_desk_typing_132230\rgb_cam3_60\000522.png,data\P01\P01_white_desk_typing_132230\rgb_depth_cam\000522.png
